Leccion:4,der,Notfall,emergencia,Test,prueba(test),Empfang,recepcion,Kopierer,fotocopiadora,Sekräter,sectretario,Teilnehmer,participante,Export,exportacion,feierabend,fin de trabajo,Import,importacion,Betrieb,empresa,Arbeitnehmer,empleado,Lohn,salario,Nationalfeiertag,fiesta nacional,Vertrag,contrato,Durchschnitt,promedio,Angestelle,empleado,die,Reservierung,reservacion,Bestätigung,confirmación,Besprechung,conferencia,Mehrwertsteuer,impuesto,Quittung,recibo,Sekräterin,sectretaria,Teilnehmerin,participante(mujer),Wahl,eleccion,Entscheidung,decision,Plattform,plataforma,Meinung,opinion,MaSSnahme,meidida,Arbeitnehmerin,empleada,Teilzeit,medio tiempo,Weiterbildung,ampliacion de estudios,Betreuung,asistencia,Ahnung,presentimiento,Überstunde,hora extra,Regel,regla,Industrie,industria,Angestelle,empleada,das,Material,material,Interesse,interes,Forum,foro,Konto,cuenta
Leccion:5,der,Tanz,baile,Basketball,basketball,Verein,asociacion,Versuch,intentar,Meister,maestro,Besuch,busqueda,Volleyball,volleyball,Beitrag,contribucion,Ehepartner,compañero,Appart,aparato,Angehörige,------,Azubi,aprendiz,Bildschirm,pintura,Körper,cuerpo,Trend,moda(trend),Spielplatz,parque,die,Lust,deseo,Sportart,diciplina,Entspannung,relajacion,Ernährung,alimentacion,Bewegung,movimiento,Geschichte,historia,Weltmeisterschaft,campeonato mundial,Wettervorhersage,-----,Mannschaft,equipo,Angst,miedo,Gymnastik,gimnasia,Fitness,fitness,Broschüre,folleto,Ehepartnerin,compañera,Halle,pasillo,Angehörige,------,das
